,dice_coeff,subject
0,0.629878869448,/home/mccoyd2/Dropbox/MRI_Data/Prospective_MRI_Cerv_Thor/Processed_Data/1047/
1,0.545773105563,/home/mccoyd2/Dropbox/MRI_Data/Prospective_MRI_Cerv_Thor/Processed_Data/1034/
2,0.169014084507,/home/mccoyd2/Dropbox/MRI_Data/Prospective_MRI_Cerv_Thor/Processed_Data/1016/
3,0.604972375691,/home/mccoyd2/Dropbox/MRI_Data/Prospective_MRI_Cerv_Thor/Processed_Data/1050/
4,0.342082980525,/home/mccoyd2/Dropbox/MRI_Data/Prospective_MRI_Cerv_Thor/Processed_Data/1035/
5,0.397697077059,/home/mccoyd2/Dropbox/MRI_Data/Prospective_MRI_Cerv_Thor/Processed_Data/1028/
6,0.618721461187,/home/mccoyd2/Dropbox/MRI_Data/Prospective_MRI_Cerv_Thor/Processed_Data/1049/
7,0.300330033003,/home/mccoyd2/Dropbox/MRI_Data/Prospective_MRI_Cerv_Thor/Processed_Data/1007/
8,0.456627342124,/home/mccoyd2/Dropbox/MRI_Data/Prospective_MRI_Cerv_Thor/Processed_Data/1025/
9,0.551558752998,/home/mccoyd2/Dropbox/MRI_Data/Prospective_MRI_Cerv_Thor/Processed_Data/1052/
